Respondent_Serial,Wavemarker,Weightvar,resp_gender,resp_age,census_region,state,urb_rur,gender,gender_other,sexual_orientation,sexual_other,hurricane_type,flood_type,wildfire_type,tornado_type,earthquake_type,ice_storm_type,hazardous_type,other_type,none_type,concern_disaster,prepared_disaster,ever_evacuate,long_away,evacuated_pet_owner,dog_left_behind,cat_left_behind,horse_left_behind,small_left_behind,livestock_left_behind,none_left_behind,pet_friendly_accom_reason,transportation_reason,carrier_reason,time_reason,financal_reason,fine_reason,not_home_reason,behaviour_reason,other_reason,other_text_reason,disaster_plan,dog_current_own,cat_current_own,horse_current_own,small_current_own,livestock_current_own,would_bring_pet,secured_transportation,secured_emergency_housing,travel_carrier,food_water,litter,pet_id,medication,other_supplies,none_supplies,none,microchip_have,id_have,none_have,support_gov_fund,advice_pet,living_situation,marital,household_income,education,race,white_race,black_race,native_race,asian_race,pacific_islander_race,other_race,perfer_not_race,hispanic_ethnicity,household_grou,age_children,num_children
1071,4,1.27,Male,78,South,Alabama,Rural,Man,,Straight/heterosexual,,Yes,No,No,Yes,No,No,No,No,No,Very concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,Plan to take them with you.,Other,Widowed,"$80,000-$89,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1072,4,1.38,Male,64,Midwest,Missouri,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,No,No,No,No,Somewhat concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,No,No,No,Yes,No,No,No,No,No,,Yes,Yes,No,Yes,Jo,Own a house,Married,"$75,000-$79,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1073,4,0.54,Female,24,South,Louisiana,Rural,Woman,,Straight/heterosexual,,Yes,Yes,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,No,2,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,No,Get anxiety medicine,Rent,Married,"$55,000-$59,999","Some college credit, but less than 1 year","Native American, Alaska Native, Aleutian",Yes,No,Yes,No,No,No,No,No,All of it,None Under 18,0
1074,4,1.27,Male,67,South,Texas,Rural,Man,,Straight/heterosexual,,Yes,Yes,No,No,No,No,Yes,No,No,Somewhat not concerned,Neither prepared nor not prepared,Yes,4-7 days,No,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,No,Have a plan for such an emergency.,Own a house,"Single, never married","$200,000-$249,999","Professional degree (MD, DDS, JD, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1077,4,0.63,Male,28,South,South Carolina,Suburban,Man,,Straight/heterosexual,,Yes,Yes,No,Yes,No,No,No,No,No,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,No,Make sure you have more than enough food for them,Rent,Married,"$65,000-$69,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1078,4,0.6,Male,65,South,Georgia,Rural,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,SAVE YOURSELF,Rent,Married,"$30,000-$34,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1079,4,2.82,Male,29,South,Florida,Urban,Man,,Straight/heterosexual,,No,Yes,No,No,No,No,No,No,No,Very concerned,Very prepared,Yes,1-3 day,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,,Yes,,1,,,,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,No,Yes,no thanks,Own a house,"Single, never married","$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
1080,4,3.49,Male,58,Northeast,New York,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,Yes,No,Very concerned,Very prepared,Yes,4-7 days,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,,Yes,1,1,,,,Some but not all,Yes,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,yes,Own a house,Married,"$150,000-$199,999","Master's degree (MA, MS, MBA, etc.)",Hispanic or Latino (White or Caucasian),Yes,No,No,No,No,No,No,Yes,Almost all of it,None Under 18,0
1084,4,0.57,Male,76,South,Florida,Suburban,Man,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,Make sure the pets shots are up to date.,Own a house,Divorced or separated,"$50,000-$54,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1085,4,0.46,Female,52,West,Nevada,Urban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Yes,"You need to prepare in the event that you need to evacuate, what you need or what you should do with your pet when this happens",Own a condo/co-op,"Single, never married","$65,000-$69,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1086,4,1.19,Female,33,Midwest,Michigan,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,2,,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,Yes,Yes,"Make sure they have food and water, just like you would for yourself!",Rent,Divorced or separated,"$80,000-$89,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,6-12 Only,2
1088,4,0.67,Female,69,South,Tennessee,Rural,Woman,,Straight/heterosexual,,No,No,No,Yes,Yes,Yes,No,No,No,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,0,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Not sure,keep them close,Own a house,Married,"$40,000-$44,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1089,4,0.94,Female,50,South,Virginia,Rural,Woman,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,No,No,No,Very concerned,Somewhat not prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,No,0,1,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,No,Yes,No,Yes,never leave a family member behind,Own a house,Married,"$45,000-$49,999","Associate's degree (AA, AS, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
1097,4,1.03,Female,43,West,California,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,0,0,0,1,0,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,Yes,Yes,Consider your pets as important as the other members of your family,Own a condo/co-op,"Single, never married","$80,000-$89,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1100,4,1.08,Female,51,South,Florida,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,4-7 days,No,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,plan ahead,Own a house,Married,"$100,000-$124,999","Associate's degree (AA, AS, etc.)",Other,No,No,No,No,No,Yes,No,No,All of it,None Under 18,0
1102,4,0.49,Female,30,Northeast,New York,Urban,Woman,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,Yes,4-7 days,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,2,1,0,0,0,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,No,Yes,No,Yes,"Pets are family, just like humans, so i think we should be prepared to take them with us in case of disaster",Own a house,Married,"$70,000-$74,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1103,4,0.57,Male,61,Northeast,Maine,Rural,Man,,Bisexual,,No,Yes,No,No,No,Yes,No,No,No,Somewhat concerned,Neither prepared nor not prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,bring a cage,Own a house,Divorced or separated,"$55,000-$59,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1106,4,0.57,Male,74,South,Florida,Suburban,Man,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Somewhat concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,"If you cannot take care of one, don't have one.",Own a house,Married,"$70,000-$74,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1107,4,0.89,Female,38,South,Georgia,Urban,Woman,,Straight/heterosexual,,Yes,Yes,No,Yes,Yes,No,No,No,No,Very concerned,Neither prepared nor not prepared,Yes,1-3 day,No,,,,,,,,,,,,,,,,,No,1,0,0,0,0,Yes,No,No,No,Yes,No,No,No,No,No,,No,No,Yes,Yes,I have none,Own a house,Married,"$70,000-$74,999","1 or more years of college credit, no degree",Black or African-American (not Hispanic or Latino),Yes,Yes,Yes,No,No,No,No,No,All of it,Under 6 only,2
1108,4,0.47,Female,48,South,Florida,Urban,Woman,,Straight/heterosexual,,Yes,Yes,No,No,No,No,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,No,Yes,Yes,No,No,No,No,No,,No,Yes,No,Yes,Make sure you have plenty of food and water and meds if they take any,Own a house,Married,"$30,000-$34,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1111,4,1.46,Male,22,West,Utah,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat not concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,I have no advice,Rent,Living with partner,"$75,000-$79,999","Associate's degree (AA, AS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1113,4,1.33,Male,64,West,California,Rural,Man,,Straight/heterosexual,,No,No,Yes,No,Yes,No,No,No,No,Somewhat concerned,Somewhat prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,0,3,0,0,0,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Yes,Yes,No,No,Keep extra food on hand.  Never run low,Own a house,Married,"$125,000-$149,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1115,4,1.34,Female,30,Northeast,Pennsylvania,Urban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Very concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,3,,,,,Yes,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,Yes,Always be prepared,Other,"Single, never married","$55,000-$59,999",Regular High School Diploma,Hispanic or Latino (all other races/multiple races),No,No,No,No,No,No,Yes,Yes,All of it,None Under 18,0
1116,4,0.57,Male,64,Northeast,Pennsylvania,Rural,Man,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Somewhat not concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,0,11,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,No,No,Yes,Yes,"Never leave your pets behind. They are a part of your family. Have a plan just in case you need it. Have food, water, crates, etc ready to go and if they can't stay with you right away in your temporary place, have friends/family/etc available to house temporarily.",Own a house,Married,"$65,000-$69,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,None Under 18,0
1119,4,0.66,Male,59,Northeast,New York,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,Yes,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,NA,Rent,Married,"$30,000-$34,999","Associate's degree (AA, AS, etc.)",Prefer not to answer,No,No,No,No,No,No,Yes,Prefer not to answer,All of it,None Under 18,0
1121,4,0.48,Female,51,Midwest,Kansas,Suburban,Woman,,Other:,prefer no to answer,No,No,No,Yes,No,No,No,Yes,No,Not concerned at all,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,Have a way to bring your pet with you.,Own a house,Married,"$55,000-$59,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,13-17 Only,1
1122,4,0.47,Female,40,South,Tennessee,Suburban,Woman,,Bisexual,,No,Yes,No,Yes,No,No,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,Yes,None,Rent,"Single, never married","$35,000-$39,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1124,4,3.07,Male,30,Midwest,Missouri,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Very concerned,Somewhat prepared,Yes,4-7 days,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,Yes,1,0,0,0,0,Yes,No,Yes,No,No,No,No,No,No,No,,No,Yes,No,Yes,Dog,Live with parents/relatives,"Single, never married","$75,000-$79,999","Bachelor's degree (BA, BS, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,None Under 18,0
1125,4,0.46,Female,47,West,Idaho,Suburban,Woman,,Straight/heterosexual,,No,No,Yes,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,No,No,No,No,No,No,No,No,Yes,,Yes,No,No,No,shelters may not take them so be prepared to make other arrangements,Own a house,Married,"$60,000-$64,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,6-12 and 13-17,3
1126,4,1.99,Female,39,South,Georgia,Suburban,Woman,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,1,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,,Yes,No,No,Not sure,"plan ahead by checking weather reports at least daily, buy extra food and water, etc, for pets",Own a house,Married,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",Black or African-American (not Hispanic or Latino),Yes,Yes,Yes,No,No,No,No,No,Almost all of it,6-12 Only,2
1128,4,1.48,Female,43,Northeast,New Jersey,Suburban,Woman,,Straight/heterosexual,,Yes,No,No,No,No,No,No,No,No,Very concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,Not sure,They need to have back up planned,Rent,Married,"$100,000-$124,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,No,No,No,Yes,No,No,No,No,All of it,6-12 and 13-17,2
1132,4,0.99,Female,35,South,Texas,Rural,Woman,,Straight/heterosexual,,Yes,Yes,No,Yes,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,2,,,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Yes,Yes,No,Yes,Please get them chipped and make sure you have adequate transportation for them.,Rent,"Single, never married","$80,000-$89,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,Under 6 only,1
1133,4,0.65,Male,70,Midwest,Wisconsin,Suburban,Man,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,Include their needs in you plans.,Own a house,Divorced or separated,"$25,000-$29,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1134,4,0.56,Female,24,Midwest,Wisconsin,Suburban,Woman,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,keep pet items in an easy to grab location,Rent,"Single, never married","$45,000-$49,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1135,4,1.03,Male,39,West,California,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Very concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,1,2,,,,Yes,No,Yes,Yes,No,No,No,No,No,No,,No,Yes,No,Yes,They have to be ready to be self-sufficient for a minimum of two to five days,Rent,Married,"$100,000-$124,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,Under 6 and 6-12,3
1137,4,0.62,Male,70,Midwest,Michigan,Rural,Man,,Bisexual,,No,No,No,Yes,No,Yes,No,No,No,Neither concerned nor not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,be  prepared,Own a house,Divorced or separated,"$55,000-$59,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1138,4,1.33,Male,57,West,California,Suburban,Man,,Straight/heterosexual,,No,No,No,No,Yes,No,No,No,No,Somewhat concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,No,"Have an emergency kit ready exclusively for your pet(s), including food, water, medications, etc.",Own a condo/co-op,Living with partner,"$90,000-$99,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1139,4,1.27,Male,76,South,Florida,Suburban,Man,,Straight/heterosexual,,Yes,No,No,Yes,No,No,No,Yes,No,Neither concerned nor not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,Yes,Yes,No,Yes,Prepare them like any human in the household,Own a house,Married,"$90,000-$99,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1140,4,0.99,Male,48,South,Maryland,Suburban,Man,,Straight/heterosexual,,No,No,No,No,No,Yes,No,No,No,Somewhat not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,No,Be prepared with travel option,Own a house,Divorced or separated,"$200,000-$249,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,6-12 and 13-17,2
1141,4,1.4,Male,18,South,Alabama,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,Yes,No,Very concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,,,,,No,No,Yes,No,No,No,No,No,No,No,,No,No,Yes,Not sure,keep them safe,Prefer not to answer,"Single, never married","$250,000 or more",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,None Under 18,0
1143,4,0.99,Female,28,South,North Carolina,Suburban,Woman,,Straight/heterosexual,,Yes,Yes,No,Yes,No,No,No,No,No,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,No,1,,,1,1,Yes,No,No,Yes,No,No,Yes,Yes,No,No,,Yes,No,No,Yes,have your shot records,Own a house,Married,"$70,000-$74,999","Master's degree (MA, MS, MBA, etc.)",Black or African-American (not Hispanic or Latino),No,Yes,No,No,No,No,No,No,All of it,Under 6 and 6-12,2
1145,4,0.99,Female,36,South,Florida,Urban,Woman,,Straight/heterosexual,,Yes,Yes,Yes,Yes,No,No,No,No,No,Very concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Not sure,1,,,,,Yes,Yes,No,No,Yes,No,Yes,No,No,No,,No,Yes,No,Yes,Everything should be prepared for disaster. When it comes you should not be scared.Be strong and blv in your self,Own a house,Divorced or separated,"$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1146,4,0.44,Female,54,South,West Virginia,Rural,Woman,,Straight/heterosexual,,No,Yes,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,1,4,0,0,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,,No,Yes,No,Yes,Just make sure you have everything ready to go for yhe pets you have,Own a house,Married,"$55,000-$59,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1147,4,1.46,Male,20,West,Washington,Urban,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Neither concerned nor not concerned,Neither prepared nor not prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,0,0,0,0,Yes,No,No,No,Yes,No,No,No,No,No,,No,Yes,No,Yes,Stalk up enough food and water,Own a house,"Single, never married","$125,000-$149,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1148,4,0.6,Male,65,Northeast,New York,Suburban,Man,,Straight/heterosexual,,Yes,Yes,No,No,No,Yes,No,No,No,Somewhat concerned,Somewhat not prepared,No,,,,,,,,,,,,,,,,,,,Not sure,0,48,0,0,0,Yes,No,No,Yes,No,Yes,No,No,No,No,,Yes,No,No,Yes,"Consider their well-being, sice your well-being depends on them!",Own a house,Married,"$30,000-$34,999","Bachelor's degree (BA, BS, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,None Under 18,0
1149,4,1.33,Male,57,West,Arizona,Suburban,Man,,Straight/heterosexual,,No,Yes,Yes,No,No,No,No,No,No,Somewhat not concerned,Not prepared at all,No,,,,,,,,,,,,,,,,,,,No,1,,,,,Yes,No,No,Yes,No,No,Yes,No,No,No,,Yes,Yes,No,No,Treat them like a family member.,Own a house,Married,"$100,000-$124,999","Some college credit, but less than 1 year",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Less than half of it,None Under 18,0
1150,4,0.56,Female,34,Midwest,Michigan,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,No,No,No,No,Somewhat not concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,,,,,Yes,No,Yes,No,No,No,Yes,No,No,No,,Yes,Yes,No,Yes,Think of all scenarios,Rent,Married,"$40,000-$44,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,Almost all of it,Under 6 only,2
1152,4,1.33,Male,55,West,Arizona,Rural,Man,,Straight/heterosexual,,No,Yes,Yes,No,No,No,No,No,No,Very concerned,Very prepared,Yes,1-3 day,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,1,3,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Yes,Yes,No,Yes,Stay calm and your pets will too.,Own a house,Married,"$80,000-$89,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,About half of it,None Under 18,0
1154,4,1.39,Male,64,South,Kentucky,Rural,Man,,Straight/heterosexual,,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Not concerned at all,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,Yes,,2,,,,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,,Yes,Yes,No,No,Keep digital health records at hand.,Own a house,Married,"$75,000-$79,999","Bachelor's degree (BA, BS, etc.)","Native American, Alaska Native, Aleutian",No,No,Yes,No,No,Yes,No,No,Almost all of it,None Under 18,0
1157,4,0.51,Female,48,Midwest,Indiana,Suburban,Woman,,Straight/heterosexual,,No,Yes,No,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,No,,,,,,,,,,,,,,,,,,,No,0,4,0,0,0,Yes,No,No,Yes,No,No,No,No,No,No,,No,No,Yes,Not sure,Be prepared for the worst and don’t put it off.,Own a house,Living with partner,"$30,000-$34,999","1 or more years of college credit, no degree",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1159,4,1.27,Male,60,South,Texas,Rural,Man,,Straight/heterosexual,,No,No,No,Yes,No,Yes,No,No,No,Somewhat concerned,Somewhat prepared,Yes,more than one week,Yes,No,No,No,No,No,Yes,,,,,,,,,,,Yes,2,0,3,0,3,Some but not all,No,No,Yes,Yes,No,Yes,Yes,No,No,,Yes,Yes,No,No,"Plan and be realistic.  You can take your household pets with you, but livestock and horses are on their own.",Own a house,Divorced or separated,"$80,000-$89,999","Master's degree (MA, MS, MBA, etc.)",White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,All of it,None Under 18,0
1160,4,0.94,Male,67,West,Colorado,Rural,Man,,Straight/heterosexual,,No,No,Yes,Yes,No,Yes,No,No,No,Neither concerned nor not concerned,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,2,1,,,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,No,No,No,have supplies ready and microchip you pets,Own a house,Married,"$40,000-$44,999","Bachelor's degree (BA, BS, etc.)",Asian/Pacific Islander,Yes,No,No,Yes,No,No,No,No,Almost all of it,None Under 18,0
1162,4,0.63,Male,70,West,California,Rural,Man,,Straight/heterosexual,,No,No,No,No,No,No,No,No,Yes,Not concerned at all,Very prepared,No,,,,,,,,,,,,,,,,,,,Yes,1,1,0,0,0,Yes,No,Yes,Yes,No,No,No,No,No,No,,Yes,No,No,No,use a leSH,Own a house,Married,"$30,000-$34,999",Regular High School Diploma,White or Caucasian (not Hispanic or Latino),Yes,No,No,No,No,No,No,No,None,None Under 18,0
